,report_date,bond,bond_yield
7249,2021-10-11,ZARGB5,7.829
7250,2021-10-11,ZARGB10,9.984
10671,2021-10-11,ZARGB20,10.936
12091,2021-10-11,ZARGB30,10.856
7248,2021-10-11,ZARGB3,6.497
7233,2021-10-08,R186,7.895
11380,2021-10-08,ZARGB25,10.906
10670,2021-10-08,ZARGB20,10.921
9960,2021-10-08,ZARGB15,10.696
7231,2021-10-08,SATB12M,5.131
7232,2021-10-08,R2023,5.44
7234,2021-10-08,R2030,9.5
7235,2021-10-08,R213,9.845
7236,2021-10-08,R209,10.565
7237,2021-10-08,ZARGB2,5.832
7238,2021-10-08,ZARGB3,6.475
7239,2021-10-08,ZARGB5,7.763
7240,2021-10-08,ZARGB10,9.93
12090,2021-10-08,ZARGB30,10.832
10669,2021-10-07,ZARGB20,10.825
9959,2021-10-07,ZARGB15,10.601
7221,2021-10-07,SATB12M,5.034
7229,2021-10-07,ZARGB5,7.64
7223,2021-10-07,R186,7.78
7224,2021-10-07,R2030,9.415
7225,2021-10-07,R213,9.78
7226,2021-10-07,R209,10.47
7227,2021-10-07,ZARGB2,5.622
7228,2021-10-07,ZARGB3,6.295
7230,2021-10-07,ZARGB10,9.861
12089,2021-10-07,ZARGB30,10.732
7222,2021-10-07,R2023,5.215
11379,2021-10-07,ZARGB25,10.806
7213,2021-10-06,R186,7.825
7214,2021-10-06,R2030,9.485
9958,2021-10-06,ZARGB15,10.742
11378,2021-10-06,ZARGB25,10.971
10668,2021-10-06,ZARGB20,10.986
12088,2021-10-06,ZARGB30,10.897
7211,2021-10-06,SATB12M,5.034
7212,2021-10-06,R2023,5.195
7215,2021-10-06,R213,9.855
7216,2021-10-06,R209,10.6
7217,2021-10-06,ZARGB2,5.611
7218,2021-10-06,ZARGB3,6.3
7219,2021-10-06,ZARGB5,7.68
7220,2021-10-06,ZARGB10,9.942
7207,2021-10-05,ZARGB2,5.565
7210,2021-10-05,ZARGB10,9.971
7209,2021-10-05,ZARGB5,7.637
7204,2021-10-05,R2030,9.5
7206,2021-10-05,R209,10.695
7205,2021-10-05,R213,9.875
7203,2021-10-05,R186,7.785
7202,2021-10-05,R2023,5.15
7201,2021-10-05,SATB12M,5.034
12087,2021-10-05,ZARGB30,10.988
7208,2021-10-05,ZARGB3,6.255
11377,2021-10-05,ZARGB25,11.068
9957,2021-10-05,ZARGB15,10.833
10667,2021-10-05,ZARGB20,11.09
11376,2021-10-04,ZARGB25,10.974
7194,2021-10-04,R2030,9.39
7195,2021-10-04,R213,9.765
7196,2021-10-04,R209,10.595
7197,2021-10-04,ZARGB2,5.552
7198,2021-10-04,ZARGB3,6.226
7199,2021-10-04,ZARGB5,7.574
7200,2021-10-04,ZARGB10,9.861
10666,2021-10-04,ZARGB20,10.996
7192,2021-10-04,R2023,5.15
7191,2021-10-04,SATB12M,5.034
9956,2021-10-04,ZARGB15,10.733
12086,2021-10-04,ZARGB30,10.889
7193,2021-10-04,R186,7.72
7188,2021-10-01,ZARGB3,6.17
7184,2021-10-01,R2030,9.225
7183,2021-10-01,R186,7.62
7182,2021-10-01,R2023,5.135
7185,2021-10-01,R213,9.59
7186,2021-10-01,R209,10.395
7190,2021-10-01,ZARGB10,9.682
7189,2021-10-01,ZARGB5,7.474
7187,2021-10-01,ZARGB2,5.519
7181,2021-10-01,SATB12M,5.034
12085,2021-10-01,ZARGB30,10.679
9955,2021-10-01,ZARGB15,10.533
11375,2021-10-01,ZARGB25,10.771
10665,2021-10-01,ZARGB20,10.792
7174,2021-09-30,R2030,9.225
7178,2021-09-30,ZARGB3,6.162
7172,2021-09-30,R2023,5.135
7171,2021-09-30,SATB12M,4.98
7175,2021-09-30,R213,9.585
7176,2021-09-30,R209,10.42
7177,2021-09-30,ZARGB2,5.515
10664,2021-09-30,ZARGB20,10.815
7179,2021-09-30,ZARGB5,7.458
7180,2021-09-30,ZARGB10,9.68
12084,2021-09-30,ZARGB30,10.713
11374,2021-09-30,ZARGB25,10.793
9954,2021-09-30,ZARGB15,10.56
7173,2021-09-30,R186,7.605
9953,2021-09-29,ZARGB15,10.597
7166,2021-09-29,R209,10.46
7170,2021-09-29,ZARGB10,9.711
7162,2021-09-29,R2023,5.16
7169,2021-09-29,ZARGB5,7.457
12083,2021-09-29,ZARGB30,10.738
11373,2021-09-29,ZARGB25,10.818
10663,2021-09-29,ZARGB20,10.848
7168,2021-09-29,ZARGB3,6.175
7167,2021-09-29,ZARGB2,5.534
7165,2021-09-29,R213,9.615
7164,2021-09-29,R2030,9.255
7163,2021-09-29,R186,7.605
7161,2021-09-29,SATB12M,4.98
7160,2021-09-28,ZARGB10,9.739
12082,2021-09-28,ZARGB30,10.758
7152,2021-09-28,R2023,5.17
7153,2021-09-28,R186,7.65
7154,2021-09-28,R2030,9.285
7155,2021-09-28,R213,9.645
7156,2021-09-28,R209,10.48
7157,2021-09-28,ZARGB2,5.548
7158,2021-09-28,ZARGB3,6.198
7159,2021-09-28,ZARGB5,7.499
11372,2021-09-28,ZARGB25,10.838
9952,2021-09-28,ZARGB15,10.616
7151,2021-09-28,SATB12M,4.98
10662,2021-09-28,ZARGB20,10.868
12081,2021-09-27,ZARGB30,10.683
7150,2021-09-27,ZARGB10,9.691
7142,2021-09-27,R2023,5.165
7141,2021-09-27,SATB12M,4.98
9951,2021-09-27,ZARGB15,10.545
11371,2021-09-27,ZARGB25,10.763
7145,2021-09-27,R213,9.6
7143,2021-09-27,R186,7.62
7144,2021-09-27,R2030,9.245
10661,2021-09-27,ZARGB20,10.793
7146,2021-09-27,R209,10.41
7147,2021-09-27,ZARGB2,5.537
7148,2021-09-27,ZARGB3,6.181
7149,2021-09-27,ZARGB5,7.468
11370,2021-09-24,ZARGB25,10.6
7133,2021-09-24,R186,7.5
9950,2021-09-24,ZARGB15,10.376
10660,2021-09-24,ZARGB20,10.621
7131,2021-09-24,SATB12M,4.98
7132,2021-09-24,R2023,5.035
7137,2021-09-24,ZARGB2,5.403
7134,2021-09-24,R2030,9.095
7138,2021-09-24,ZARGB3,6.05
7135,2021-09-24,R213,9.45
7140,2021-09-24,ZARGB10,9.538
7139,2021-09-24,ZARGB5,7.342
12080,2021-09-24,ZARGB30,10.514
7136,2021-09-24,R209,10.24
7127,2021-09-23,ZARGB2,5.402
7130,2021-09-23,ZARGB10,9.537
10659,2021-09-23,ZARGB20,10.621
7122,2021-09-23,R2023,5.035
7126,2021-09-23,R209,10.24
12079,2021-09-23,ZARGB30,10.514
11369,2021-09-23,ZARGB25,10.6
7121,2021-09-23,SATB12M,4.958
7129,2021-09-23,ZARGB5,7.341
7128,2021-09-23,ZARGB3,6.048
9949,2021-09-23,ZARGB15,10.375
7123,2021-09-23,R186,7.5
7125,2021-09-23,R213,9.45
7124,2021-09-23,R2030,9.095
11368,2021-09-22,ZARGB25,10.61
7120,2021-09-22,ZARGB10,9.515
7119,2021-09-22,ZARGB5,7.335
7118,2021-09-22,ZARGB3,6.047
10658,2021-09-22,ZARGB20,10.627
7111,2021-09-22,SATB12M,4.958
7117,2021-09-22,ZARGB2,5.403
7116,2021-09-22,R209,10.245
7115,2021-09-22,R213,9.425
7114,2021-09-22,R2030,9.07
7113,2021-09-22,R186,7.495
12078,2021-09-22,ZARGB30,10.524
9948,2021-09-22,ZARGB15,10.379
7112,2021-09-22,R2023,5.04
12077,2021-09-21,ZARGB30,10.524
7108,2021-09-21,ZARGB3,6.035
10657,2021-09-21,ZARGB20,10.627
11367,2021-09-21,ZARGB25,10.61
7109,2021-09-21,ZARGB5,7.323
9947,2021-09-21,ZARGB15,10.386
7107,2021-09-21,ZARGB2,5.392
7106,2021-09-21,R209,10.25
7105,2021-09-21,R213,9.415
7104,2021-09-21,R2030,9.055
7103,2021-09-21,R186,7.485
7102,2021-09-21,R2023,5.03
7101,2021-09-21,SATB12M,4.958
7110,2021-09-21,ZARGB10,9.506
7095,2021-09-20,R213,9.405
9946,2021-09-20,ZARGB15,10.39
12076,2021-09-20,ZARGB30,10.525
7091,2021-09-20,SATB12M,4.958
7092,2021-09-20,R2023,5.01
7094,2021-09-20,R2030,9.05
7093,2021-09-20,R186,7.49
7096,2021-09-20,R209,10.255
7099,2021-09-20,ZARGB5,7.324
10656,2021-09-20,ZARGB20,10.632
7100,2021-09-20,ZARGB10,9.497
11366,2021-09-20,ZARGB25,10.617
7098,2021-09-20,ZARGB3,6.024
7097,2021-09-20,ZARGB2,5.373
7090,2021-09-17,ZARGB10,9.427
7089,2021-09-17,ZARGB5,7.28
7088,2021-09-17,ZARGB3,5.984
7087,2021-09-17,ZARGB2,5.337
11365,2021-09-17,ZARGB25,10.558
7085,2021-09-17,R213,9.335
7084,2021-09-17,R2030,8.98
7083,2021-09-17,R186,7.45
7082,2021-09-17,R2023,4.98
7081,2021-09-17,SATB12M,4.958
12075,2021-09-17,ZARGB30,10.479
7086,2021-09-17,R209,10.195
10655,2021-09-17,ZARGB20,10.571
9945,2021-09-17,ZARGB15,10.328
7075,2021-09-16,R213,9.255
7078,2021-09-16,ZARGB3,5.938
7080,2021-09-16,ZARGB10,9.347
12074,2021-09-16,ZARGB30,10.404
7071,2021-09-16,SATB12M,4.947
7072,2021-09-16,R2023,4.935
7073,2021-09-16,R186,7.405
7074,2021-09-16,R2030,8.905
7079,2021-09-16,ZARGB5,7.233
11364,2021-09-16,ZARGB25,10.49
9944,2021-09-16,ZARGB15,10.255
7076,2021-09-16,R209,10.12
7077,2021-09-16,ZARGB2,5.29
10654,2021-09-16,ZARGB20,10.506
7061,2021-09-15,SATB12M,4.947
7062,2021-09-15,R2023,4.945
12073,2021-09-15,ZARGB30,10.414
10653,2021-09-15,ZARGB20,10.516
11363,2021-09-15,ZARGB25,10.5
7063,2021-09-15,R186,7.41
7064,2021-09-15,R2030,8.93
7065,2021-09-15,R213,9.28
7066,2021-09-15,R209,10.13
7067,2021-09-15,ZARGB2,5.297
7068,2021-09-15,ZARGB3,5.944
7069,2021-09-15,ZARGB5,7.236
7070,2021-09-15,ZARGB10,9.37
9943,2021-09-15,ZARGB15,10.261
7052,2021-09-14,R2023,4.93
7053,2021-09-14,R186,7.41
7057,2021-09-14,ZARGB2,5.283
7058,2021-09-14,ZARGB3,5.933
7056,2021-09-14,R209,10.105
9942,2021-09-14,ZARGB15,10.236
10652,2021-09-14,ZARGB20,10.486
7055,2021-09-14,R213,9.235
7059,2021-09-14,ZARGB5,7.234
7060,2021-09-14,ZARGB10,9.327
7051,2021-09-14,SATB12M,4.947
11362,2021-09-14,ZARGB25,10.47
7054,2021-09-14,R2030,8.885
12072,2021-09-14,ZARGB30,10.384
7047,2021-09-13,ZARGB2,5.277
7048,2021-09-13,ZARGB3,5.928
7049,2021-09-13,ZARGB5,7.231
7050,2021-09-13,ZARGB10,9.318
12071,2021-09-13,ZARGB30,10.399
7046,2021-09-13,R209,10.11
9941,2021-09-13,ZARGB15,10.234
11361,2021-09-13,ZARGB25,10.479
10651,2021-09-13,ZARGB20,10.495
7045,2021-09-13,R213,9.225
7044,2021-09-13,R2030,8.88
7043,2021-09-13,R186,7.41
7042,2021-09-13,R2023,4.925
7041,2021-09-13,SATB12M,4.947
7039,2021-09-10,ZARGB5,7.202
7036,2021-09-10,R209,10.075
9940,2021-09-10,ZARGB15,10.197
10650,2021-09-10,ZARGB20,10.451
11360,2021-09-10,ZARGB25,10.439
7040,2021-09-10,ZARGB10,9.281
7038,2021-09-10,ZARGB3,5.907
7037,2021-09-10,ZARGB2,5.259
7034,2021-09-10,R2030,8.84
7035,2021-09-10,R213,9.19
7032,2021-09-10,R2023,4.915
7031,2021-09-10,SATB12M,4.947
12070,2021-09-10,ZARGB30,10.359
7033,2021-09-10,R186,7.385
7023,2021-09-09,R186,7.375
7026,2021-09-09,R209,10.07
7025,2021-09-09,R213,9.18
9939,2021-09-09,ZARGB15,10.189
10649,2021-09-09,ZARGB20,10.452
7024,2021-09-09,R2030,8.83
11359,2021-09-09,ZARGB25,10.441
7021,2021-09-09,SATB12M,4.958
7022,2021-09-09,R2023,4.935
12069,2021-09-09,ZARGB30,10.355
7029,2021-09-09,ZARGB5,7.193
7030,2021-09-09,ZARGB10,9.271
7027,2021-09-09,ZARGB2,5.273
7028,2021-09-09,ZARGB3,5.913
12068,2021-09-08,ZARGB30,10.345
10648,2021-09-08,ZARGB20,10.438
7012,2021-09-08,R2023,4.905
7019,2021-09-08,ZARGB5,7.17
7018,2021-09-08,ZARGB3,5.885
7017,2021-09-08,ZARGB2,5.243
7016,2021-09-08,R209,10.05
11358,2021-09-08,ZARGB25,10.431
9938,2021-09-08,ZARGB15,10.171
7015,2021-09-08,R213,9.16
7014,2021-09-08,R2030,8.81
7013,2021-09-08,R186,7.355
7011,2021-09-08,SATB12M,4.958
7020,2021-09-08,ZARGB10,9.251
7007,2021-09-07,ZARGB2,5.22
12067,2021-09-07,ZARGB30,10.38
7010,2021-09-07,ZARGB10,9.286
7009,2021-09-07,ZARGB5,7.171
7008,2021-09-07,ZARGB3,5.871
7005,2021-09-07,R213,9.195
7006,2021-09-07,R209,10.085
7004,2021-09-07,R2030,8.84
7003,2021-09-07,R186,7.36
7002,2021-09-07,R2023,4.88
7001,2021-09-07,SATB12M,4.958
9937,2021-09-07,ZARGB15,10.205
11357,2021-09-07,ZARGB25,10.466
10647,2021-09-07,ZARGB20,10.473
12066,2021-09-06,ZARGB30,10.35
9936,2021-09-06,ZARGB15,10.167
11356,2021-09-06,ZARGB25,10.436
6991,2021-09-06,SATB12M,4.958
10646,2021-09-06,ZARGB20,10.439
6992,2021-09-06,R2023,4.875
7000,2021-09-06,ZARGB10,9.236
6999,2021-09-06,ZARGB5,7.151
6998,2021-09-06,ZARGB3,5.858
6997,2021-09-06,ZARGB2,5.211
6996,2021-09-06,R209,10.04
6995,2021-09-06,R213,9.145
6994,2021-09-06,R2030,8.785
6993,2021-09-06,R186,7.34
9935,2021-09-03,ZARGB15,10.154
12065,2021-09-03,ZARGB30,10.331
10645,2021-09-03,ZARGB20,10.429
6990,2021-09-03,ZARGB10,9.22
6981,2021-09-03,SATB12M,4.958
6989,2021-09-03,ZARGB5,7.131
6982,2021-09-03,R2023,4.865
6983,2021-09-03,R186,7.325
6984,2021-09-03,R2030,8.775
6985,2021-09-03,R213,9.13
6986,2021-09-03,R209,10.03
6987,2021-09-03,ZARGB2,5.195
6988,2021-09-03,ZARGB3,5.841
11355,2021-09-03,ZARGB25,10.423
6979,2021-09-02,ZARGB5,7.087
6975,2021-09-02,R213,9.08
6974,2021-09-02,R2030,8.74
6973,2021-09-02,R186,7.28
6971,2021-09-02,SATB12M,4.969
12064,2021-09-02,ZARGB30,10.301
6976,2021-09-02,R209,9.995
6977,2021-09-02,ZARGB2,5.188
6978,2021-09-02,ZARGB3,5.821
6972,2021-09-02,R2023,4.865
6980,2021-09-02,ZARGB10,9.171
10644,2021-09-02,ZARGB20,10.39
9934,2021-09-02,ZARGB15,10.121
11354,2021-09-02,ZARGB25,10.393
6963,2021-09-01,R186,7.29
10643,2021-09-01,ZARGB20,10.394
9933,2021-09-01,ZARGB15,10.13
11353,2021-09-01,ZARGB25,10.393
6970,2021-09-01,ZARGB10,9.189
6969,2021-09-01,ZARGB5,7.095
6967,2021-09-01,ZARGB2,5.187
6966,2021-09-01,R209,10.005
6965,2021-09-01,R213,9.1
6964,2021-09-01,R2030,8.765
6968,2021-09-01,ZARGB3,5.823
6962,2021-09-01,R2023,4.865
6961,2021-09-01,SATB12M,4.969
12063,2021-09-01,ZARGB30,10.301
6954,2021-08-31,R2030,8.76
9932,2021-08-31,ZARGB15,10.082
11352,2021-08-31,ZARGB25,10.342
6951,2021-08-31,SATB12M,4.969
12062,2021-08-31,ZARGB30,10.237
6953,2021-08-31,R186,7.295
6952,2021-08-31,R2023,4.87
6955,2021-08-31,R213,9.09
6956,2021-08-31,R209,9.96
6957,2021-08-31,ZARGB2,5.191
10642,2021-08-31,ZARGB20,10.345
6958,2021-08-31,ZARGB3,5.826
6959,2021-08-31,ZARGB5,7.098
6960,2021-08-31,ZARGB10,9.175
11351,2021-08-30,ZARGB25,10.321
6944,2021-08-30,R2030,8.75
6943,2021-08-30,R186,7.29
6942,2021-08-30,R2023,4.915
10641,2021-08-30,ZARGB20,10.336
12061,2021-08-30,ZARGB30,10.235
6941,2021-08-30,SATB12M,4.969
9931,2021-08-30,ZARGB15,10.081
6946,2021-08-30,R209,9.955
6945,2021-08-30,R213,9.095
6950,2021-08-30,ZARGB10,9.179
6949,2021-08-30,ZARGB5,7.095
6948,2021-08-30,ZARGB3,5.85
6947,2021-08-30,ZARGB2,5.227
6938,2021-08-27,ZARGB3,5.871
6932,2021-08-27,R2023,4.945
11350,2021-08-27,ZARGB25,10.401
6931,2021-08-27,SATB12M,4.969
10640,2021-08-27,ZARGB20,10.416
6939,2021-08-27,ZARGB5,7.111
12060,2021-08-27,ZARGB30,10.315
6933,2021-08-27,R186,7.31
6934,2021-08-27,R2030,8.8
6940,2021-08-27,ZARGB10,9.229
6936,2021-08-27,R209,10.025
6937,2021-08-27,ZARGB2,5.251
9930,2021-08-27,ZARGB15,10.143
6935,2021-08-27,R213,9.145
10639,2021-08-26,ZARGB20,10.461
6921,2021-08-26,SATB12M,4.99
6922,2021-08-26,R2023,4.97
6923,2021-08-26,R186,7.34
6924,2021-08-26,R2030,8.85
6925,2021-08-26,R213,9.195
6926,2021-08-26,R209,10.07
6927,2021-08-26,ZARGB2,5.275
6928,2021-08-26,ZARGB3,5.896
6929,2021-08-26,ZARGB5,7.139
6930,2021-08-26,ZARGB10,9.278
9929,2021-08-26,ZARGB15,10.188
11349,2021-08-26,ZARGB25,10.446
12059,2021-08-26,ZARGB30,10.36
12058,2021-08-25,ZARGB30,10.38
10638,2021-08-25,ZARGB20,10.481
11348,2021-08-25,ZARGB25,10.466
6919,2021-08-25,ZARGB5,7.102
6920,2021-08-25,ZARGB10,9.279
6911,2021-08-25,SATB12M,4.99
6912,2021-08-25,R2023,4.935
6914,2021-08-25,R2030,8.835
6915,2021-08-25,R213,9.195
6916,2021-08-25,R209,10.085
6917,2021-08-25,ZARGB2,5.238
6918,2021-08-25,ZARGB3,5.86
6913,2021-08-25,R186,7.305
9928,2021-08-25,ZARGB15,10.202
12057,2021-08-24,ZARGB30,10.396
6909,2021-08-24,ZARGB5,7.094
6901,2021-08-24,SATB12M,4.99
6902,2021-08-24,R2023,4.96
6903,2021-08-24,R186,7.295
6904,2021-08-24,R2030,8.85
6905,2021-08-24,R213,9.215
6906,2021-08-24,R209,10.11
6907,2021-08-24,ZARGB2,5.257
6908,2021-08-24,ZARGB3,5.869
6910,2021-08-24,ZARGB10,9.299
11347,2021-08-24,ZARGB25,10.488
10637,2021-08-24,ZARGB20,10.506
9927,2021-08-24,ZARGB15,10.224
9926,2021-08-23,ZARGB15,10.253
11346,2021-08-23,ZARGB25,10.52
6896,2021-08-23,R209,10.135
10636,2021-08-23,ZARGB20,10.541
6900,2021-08-23,ZARGB10,9.315
6899,2021-08-23,ZARGB5,7.107
6898,2021-08-23,ZARGB3,5.882
6897,2021-08-23,ZARGB2,5.27
12056,2021-08-23,ZARGB30,10.422
6895,2021-08-23,R213,9.23
6893,2021-08-23,R186,7.31
6892,2021-08-23,R2023,4.975
6891,2021-08-23,SATB12M,4.99
6894,2021-08-23,R2030,8.865
6883,2021-08-20,R186,7.34
11345,2021-08-20,ZARGB25,10.585
10635,2021-08-20,ZARGB20,10.606
9925,2021-08-20,ZARGB15,10.305
6881,2021-08-20,SATB12M,4.99
6882,2021-08-20,R2023,4.99
6884,2021-08-20,R2030,8.94
12055,2021-08-20,ZARGB30,10.487
6885,2021-08-20,R213,9.295
6886,2021-08-20,R209,10.19
6887,2021-08-20,ZARGB2,5.282
6888,2021-08-20,ZARGB3,5.898
6889,2021-08-20,ZARGB5,7.131
6890,2021-08-20,ZARGB10,9.377
6871,2021-08-19,SATB12M,4.99
10634,2021-08-19,ZARGB20,10.627
11344,2021-08-19,ZARGB25,10.615
12054,2021-08-19,ZARGB30,10.517
6874,2021-08-19,R2030,8.92
6872,2021-08-19,R2023,5.025
6873,2021-08-19,R186,7.34
6880,2021-08-19,ZARGB10,9.378
6879,2021-08-19,ZARGB5,7.132
6878,2021-08-19,ZARGB3,5.918
6877,2021-08-19,ZARGB2,5.311
6876,2021-08-19,R209,10.205
6875,2021-08-19,R213,9.295
9924,2021-08-19,ZARGB15,10.319
11343,2021-08-18,ZARGB25,10.595
10633,2021-08-18,ZARGB20,10.607
9923,2021-08-18,ZARGB15,10.298
6867,2021-08-18,ZARGB2,5.286
6868,2021-08-18,ZARGB3,5.885
6869,2021-08-18,ZARGB5,7.083
6870,2021-08-18,ZARGB10,9.316
6866,2021-08-18,R209,10.18
6865,2021-08-18,R213,9.23
12053,2021-08-18,ZARGB30,10.497
6864,2021-08-18,R2030,8.85
6863,2021-08-18,R186,7.29
6862,2021-08-18,R2023,5.005
6861,2021-08-18,SATB12M,4.99
6858,2021-08-17,ZARGB3,5.921
6852,2021-08-17,R2023,5.035
6856,2021-08-17,R209,10.18
6857,2021-08-17,ZARGB2,5.317
10632,2021-08-17,ZARGB20,10.606
6855,2021-08-17,R213,9.24
6854,2021-08-17,R2030,8.875
6853,2021-08-17,R186,7.34
11342,2021-08-17,ZARGB25,10.59
6851,2021-08-17,SATB12M,4.99
6859,2021-08-17,ZARGB5,7.13
6860,2021-08-17,ZARGB10,9.325
12052,2021-08-17,ZARGB30,10.492
9922,2021-08-17,ZARGB15,10.299
11341,2021-08-16,ZARGB25,10.577
12051,2021-08-16,ZARGB30,10.473
6843,2021-08-16,R186,7.355
10631,2021-08-16,ZARGB20,10.592
6842,2021-08-16,R2023,5.045
6850,2021-08-16,ZARGB10,9.328
6849,2021-08-16,ZARGB5,7.143
6847,2021-08-16,ZARGB2,5.325
6846,2021-08-16,R209,10.165
6845,2021-08-16,R213,9.245
6844,2021-08-16,R2030,8.885
9921,2021-08-16,ZARGB15,10.283
6841,2021-08-16,SATB12M,4.99
6848,2021-08-16,ZARGB3,5.931
11340,2021-08-13,ZARGB25,10.556
10630,2021-08-13,ZARGB20,10.563
9920,2021-08-13,ZARGB15,10.253
12050,2021-08-13,ZARGB30,10.458
6833,2021-08-13,R186,7.37
6832,2021-08-13,R2023,5.005
6840,2021-08-13,ZARGB10,9.31
6839,2021-08-13,ZARGB5,7.147
6838,2021-08-13,ZARGB3,5.907
6837,2021-08-13,ZARGB2,5.287
6836,2021-08-13,R209,10.14
6835,2021-08-13,R213,9.23
6834,2021-08-13,R2030,8.87
6831,2021-08-13,SATB12M,4.99
6824,2021-08-12,R2030,8.905
6829,2021-08-12,ZARGB5,7.179
6830,2021-08-12,ZARGB10,9.365
6828,2021-08-12,ZARGB3,5.902
6827,2021-08-12,ZARGB2,5.264
6826,2021-08-12,R209,10.2
6825,2021-08-12,R213,9.285
12049,2021-08-12,ZARGB30,10.514
10629,2021-08-12,ZARGB20,10.633
6823,2021-08-12,R186,7.41
11339,2021-08-12,ZARGB25,10.625
9919,2021-08-12,ZARGB15,10.31
6822,2021-08-12,R2023,4.975
6821,2021-08-12,SATB12M,4.98
11338,2021-08-11,ZARGB25,10.706
6820,2021-08-11,ZARGB10,9.417
6813,2021-08-11,R186,7.435
6814,2021-08-11,R2030,8.955
6815,2021-08-11,R213,9.335
12048,2021-08-11,ZARGB30,10.608
6819,2021-08-11,ZARGB5,7.202
6811,2021-08-11,SATB12M,4.98
6818,2021-08-11,ZARGB3,5.925
6817,2021-08-11,ZARGB2,5.287
6816,2021-08-11,R209,10.27
10628,2021-08-11,ZARGB20,10.708
9918,2021-08-11,ZARGB15,10.382
6812,2021-08-11,R2023,5.0
6810,2021-08-10,ZARGB10,9.397
6809,2021-08-10,ZARGB5,7.195
11337,2021-08-10,ZARGB25,10.699
12047,2021-08-10,ZARGB30,10.607
9917,2021-08-10,ZARGB15,10.373
6807,2021-08-10,ZARGB2,5.276
10627,2021-08-10,ZARGB20,10.711
6808,2021-08-10,ZARGB3,5.916
6806,2021-08-10,R209,10.26
6805,2021-08-10,R213,9.315
6804,2021-08-10,R2030,8.945
6803,2021-08-10,R186,7.43
6802,2021-08-10,R2023,4.99
6801,2021-08-10,SATB12M,4.98
9916,2021-08-09,ZARGB15,10.377
6794,2021-08-09,R2030,8.945
11336,2021-08-09,ZARGB25,10.714
12046,2021-08-09,ZARGB30,10.622
6791,2021-08-09,SATB12M,4.98
6792,2021-08-09,R2023,5.015
6793,2021-08-09,R186,7.415
6795,2021-08-09,R213,9.315
10626,2021-08-09,ZARGB20,10.722
6796,2021-08-09,R209,10.265
6797,2021-08-09,ZARGB2,5.294
6798,2021-08-09,ZARGB3,5.924
6799,2021-08-09,ZARGB5,7.182
6800,2021-08-09,ZARGB10,9.397
6781,2021-08-06,SATB12M,4.98
6782,2021-08-06,R2023,5.015
9915,2021-08-06,ZARGB15,10.374
6783,2021-08-06,R186,7.415
6784,2021-08-06,R2030,8.945
6785,2021-08-06,R213,9.315
6788,2021-08-06,ZARGB3,5.918
10625,2021-08-06,ZARGB20,10.721
11335,2021-08-06,ZARGB25,10.714
6786,2021-08-06,R209,10.265
6787,2021-08-06,ZARGB2,5.289
6789,2021-08-06,ZARGB5,7.177
6790,2021-08-06,ZARGB10,9.395
12045,2021-08-06,ZARGB30,10.622
6771,2021-08-05,SATB12M,5.044
6772,2021-08-05,R2023,5.025
6773,2021-08-05,R186,7.33
12044,2021-08-05,ZARGB30,10.512
6774,2021-08-05,R2030,8.865
6775,2021-08-05,R213,9.225
6776,2021-08-05,R209,10.165
10624,2021-08-05,ZARGB20,10.611
6778,2021-08-05,ZARGB3,5.891
6779,2021-08-05,ZARGB5,7.1
6780,2021-08-05,ZARGB10,9.304
11334,2021-08-05,ZARGB25,10.604
9914,2021-08-05,ZARGB15,10.272
6777,2021-08-05,ZARGB2,5.287
12043,2021-08-04,ZARGB30,10.517
6766,2021-08-04,R209,10.155
11333,2021-08-04,ZARGB25,10.609
6764,2021-08-04,R2030,8.855
6765,2021-08-04,R213,9.205
6769,2021-08-04,ZARGB5,7.102
6767,2021-08-04,ZARGB2,5.242
6768,2021-08-04,ZARGB3,5.862
6770,2021-08-04,ZARGB10,9.284
10623,2021-08-04,ZARGB20,10.621
9913,2021-08-04,ZARGB15,10.261
6761,2021-08-04,SATB12M,5.044
6762,2021-08-04,R2023,4.975
6763,2021-08-04,R186,7.34
6754,2021-08-03,R2030,8.8
10622,2021-08-03,ZARGB20,10.523
11332,2021-08-03,ZARGB25,10.527
12042,2021-08-03,ZARGB30,10.441
9912,2021-08-03,ZARGB15,10.201
6752,2021-08-03,R2023,4.945
6753,2021-08-03,R186,7.295
6751,2021-08-03,SATB12M,5.044
6755,2021-08-03,R213,9.165
6756,2021-08-03,R209,10.1
6757,2021-08-03,ZARGB2,5.208
6758,2021-08-03,ZARGB3,5.825
6759,2021-08-03,ZARGB5,7.057
6760,2021-08-03,ZARGB10,9.242
6746,2021-08-02,R209,10.065
12041,2021-08-02,ZARGB30,10.392
6741,2021-08-02,SATB12M,5.044
6742,2021-08-02,R2023,4.935
6743,2021-08-02,R186,7.265
6744,2021-08-02,R2030,8.755
11331,2021-08-02,ZARGB25,10.477
6745,2021-08-02,R213,9.12
6747,2021-08-02,ZARGB2,5.194
6748,2021-08-02,ZARGB3,5.805
10621,2021-08-02,ZARGB20,10.477
6750,2021-08-02,ZARGB10,9.198
9911,2021-08-02,ZARGB15,10.165
6749,2021-08-02,ZARGB5,7.027
6736,2021-07-30,R209,10.125
6740,2021-07-30,ZARGB10,9.252
12040,2021-07-30,ZARGB30,10.462
11330,2021-07-30,ZARGB25,10.547
6738,2021-07-30,ZARGB3,5.82
6737,2021-07-30,ZARGB2,5.199
